frame_count,1-h,1-s,1-v,condition,2-h,2-s,2-v,condition,3-h,3-s,3-v,conditon,4-h,4-s,4-v,condition,
766,0,255,255,sp,170,255,255,,0,255,255,death,168,255,255,,
767,0,255,255,sp,171,255,255,,0,255,255,death,168,255,255,,
768,0,255,255,sp,171,255,255,,0,255,255,death,168,255,255,,
769,0,255,255,sp,169,255,255,,0,255,255,death,168,255,255,,
770,0,255,255,sp,170,255,255,,0,255,255,death,168,255,255,,
771,0,255,255,sp,169,255,255,,0,255,255,death,169,255,255,,
772,0,255,255,sp,169,255,255,,0,255,255,death,169,255,255,,
773,0,255,255,sp,170,255,255,,0,255,255,death,169,255,255,,
774,0,255,255,sp,169,255,255,,0,255,255,death,169,255,255,,
775,0,255,255,sp,172,255,255,,0,255,255,death,169,255,255,,
776,0,255,255,sp,170,255,255,,0,255,255,death,169,255,255,,
777,0,255,255,sp,169,255,255,,0,255,255,death,169,255,255,,
778,0,255,255,sp,171,255,255,,0,255,255,death,169,255,255,,
779,0,255,255,sp,169,255,255,,0,255,255,death,169,255,255,,
780,0,255,255,sp,171,255,255,,0,255,255,death,169,255,255,,
781,0,255,255,sp,171,255,255,,0,255,255,death,169,255,255,,
782,0,255,255,sp,171,255,255,,0,255,255,death,170,255,255,,
783,0,255,255,sp,170,255,255,,0,255,255,death,170,255,255,,
784,0,255,255,sp,172,255,255,,0,255,255,death,170,255,255,,
785,0,255,255,sp,171,255,255,,0,255,255,death,170,255,255,,
786,0,255,255,sp,171,255,255,,0,255,255,death,169,255,255,,
787,0,255,255,sp,171,255,255,,0,255,255,death,169,255,255,,
788,0,255,255,sp,171,255,255,,0,255,255,death,169,255,255,,
789,0,255,255,sp,171,255,255,,0,255,255,death,170,255,255,,
790,0,255,255,sp,170,255,255,,0,255,255,death,170,255,255,,
791,0,255,255,sp,169,255,255,,0,255,255,death,170,255,255,,
792,0,255,255,sp,169,255,255,,0,255,255,death,169,255,255,,
793,0,255,255,sp,168,255,255,,0,255,255,death,169,255,255,,
794,0,255,255,sp,168,255,255,,0,255,255,death,169,255,255,,
795,0,255,255,sp,169,255,255,,0,255,255,death,170,255,255,,
796,169,255,255,,170,255,255,,0,255,255,death,170,255,255,,
797,168,255,255,,170,255,255,,0,255,255,death,169,255,255,,
798,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
799,171,255,255,,171,255,255,,0,255,255,death,169,255,255,,
800,170,255,255,,171,255,255,,0,255,255,death,170,255,255,,
801,171,255,255,,171,255,255,,0,255,255,death,170,255,255,,
802,168,255,255,,171,255,255,,0,255,255,death,170,255,255,,
803,169,255,255,,170,255,255,,0,255,255,death,168,255,255,,
804,169,255,255,,168,255,255,,0,255,255,death,169,255,255,,
805,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
806,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
807,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
808,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
809,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
810,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
811,169,255,255,,168,255,255,,0,255,255,death,169,255,255,,
812,170,255,255,,168,255,255,,0,255,255,death,169,255,255,,
813,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
814,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
815,170,255,255,,169,255,255,,0,255,255,death,170,255,255,,
816,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
817,169,255,255,,168,255,255,,0,255,255,death,170,255,255,,
818,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
819,169,255,255,,168,255,255,,0,255,255,death,169,255,255,,
820,170,255,255,,170,255,255,,0,255,255,death,169,255,255,,
821,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
822,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
823,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
824,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
825,168,255,255,,169,255,255,,0,255,255,death,169,255,255,,
826,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
827,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
828,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
829,170,255,255,,170,255,255,,0,255,255,death,170,255,255,,
830,170,255,255,,170,255,255,,0,255,255,death,170,255,255,,
831,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
832,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
833,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
834,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
835,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
836,168,255,255,,168,255,255,,0,255,255,death,169,255,255,,
837,168,255,255,,170,255,255,,0,255,255,death,169,255,255,,
838,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
839,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
840,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
841,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
842,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
843,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
844,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
845,170,255,255,,170,255,255,,0,255,255,death,169,255,255,,
846,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
847,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
848,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
849,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
850,168,255,255,,170,255,255,,0,255,255,death,169,255,255,,
851,167,255,255,,170,255,255,,0,255,255,death,170,255,255,,
852,168,255,255,,170,255,255,,0,255,255,death,170,255,255,,
853,169,255,255,,169,255,255,,0,255,255,death,170,255,255,,
854,168,255,255,,169,255,255,,0,255,255,death,170,255,255,,
855,168,255,255,,168,255,255,,0,255,255,death,170,255,255,,
856,168,255,255,,169,255,255,,0,255,255,death,170,255,255,,
857,168,255,255,,169,255,255,,0,255,255,death,169,255,255,,
858,169,255,255,,169,255,255,,90,255,255,death,169,255,255,,
859,169,255,255,,169,255,255,,90,255,255,death,169,255,255,,
860,170,255,255,,169,255,255,,90,255,255,death,169,255,255,,
861,170,255,255,,169,255,255,,90,255,255,death,169,255,255,,
862,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
863,169,255,255,,167,255,255,,0,255,255,death,168,255,255,,
864,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
865,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
866,170,255,255,,170,255,255,,0,255,255,death,169,255,255,,
867,170,255,255,,170,255,255,,0,255,255,death,169,255,255,,
868,170,255,255,,170,255,255,,0,255,255,death,169,255,255,,
869,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
870,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
871,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
872,169,255,255,,168,255,255,,0,255,255,death,169,255,255,,
873,169,255,255,,169,255,255,,0,255,255,death,170,255,255,,
874,169,255,255,,168,255,255,,0,255,255,death,169,255,255,,
875,169,255,255,,168,255,255,,0,255,255,death,169,255,255,,
876,169,255,255,,168,255,255,,0,255,255,death,170,255,255,,
877,168,255,255,,168,255,255,,0,255,255,death,170,255,255,,
878,168,255,255,,168,255,255,,0,255,255,death,170,255,255,,
879,170,255,255,,168,255,255,,0,255,255,death,170,255,255,,
880,169,255,255,,168,255,255,,0,255,255,death,170,255,255,,
881,169,255,255,,169,255,255,,0,255,255,death,170,255,255,,
882,169,255,255,,169,255,255,,0,255,255,death,170,255,255,,
883,170,255,255,,169,255,255,,0,255,255,death,169,255,255,,
884,169,255,255,,169,255,255,,90,255,255,death,169,255,255,,
885,169,255,255,,169,255,255,,90,255,255,death,170,255,255,,
886,169,255,255,,169,255,255,,90,255,255,death,169,255,255,,
887,169,255,255,,169,255,255,,90,255,255,death,170,255,255,,
888,169,255,255,,169,255,255,,90,255,255,death,170,255,255,,
889,170,255,255,,170,255,255,,90,255,255,death,170,255,255,,
890,170,255,255,,169,255,255,,0,255,255,death,170,255,255,,
891,170,255,255,,169,255,255,,90,255,255,death,170,255,255,,
892,170,255,255,,169,255,255,,90,255,255,death,169,255,255,,
893,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
894,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
895,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
896,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
897,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
898,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
899,169,255,255,,169,255,255,,0,255,255,death,170,255,255,,
900,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
901,169,255,255,,169,255,255,,0,255,255,death,169,255,255,,
902,170,255,255,,170,255,255,,0,255,255,death,170,255,255,,
903,170,255,255,,170,255,255,,0,255,255,death,170,255,255,,
904,169,255,255,,169,255,255,,0,255,255,death,170,255,255,,
905,170,255,255,,171,255,255,,90,255,255,death,170,255,255,,
906,170,255,255,,171,255,255,,90,255,255,death,170,255,255,,
907,170,255,255,,171,255,255,,90,255,255,death,170,255,255,,
908,170,255,255,,171,255,255,,0,255,255,death,170,255,255,,
909,170,255,255,,171,255,255,,0,255,255,death,170,255,255,,
910,169,255,255,,171,255,255,,0,255,255,death,169,255,255,,
911,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
912,169,255,255,,171,255,255,,0,255,255,death,169,255,255,,
913,169,255,255,,171,255,255,,0,255,255,death,169,255,255,,
914,170,255,255,,171,255,255,,0,255,255,death,170,255,255,,
915,170,255,255,,171,255,255,,0,255,255,death,170,255,255,,
916,169,255,255,,171,255,255,,0,255,255,death,170,255,255,,
917,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
918,169,255,255,,170,255,255,,90,255,255,death,169,255,255,,
919,169,255,255,,170,255,255,,90,255,255,death,169,255,255,,
920,169,255,255,,170,255,255,,90,255,255,death,169,255,255,,
921,169,255,255,,170,255,255,,0,255,255,death,170,255,255,,
922,169,255,255,,170,255,255,,0,255,255,death,170,255,255,,
923,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
924,169,255,255,,170,255,255,,0,255,255,death,169,255,255,,
925,170,255,255,,170,255,255,,0,255,255,death,169,255,255,,
926,170,255,255,,168,255,255,,0,255,255,sp,0,255,255,,
927,170,255,255,,168,255,255,,0,255,255,sp,0,255,255,,
928,170,255,255,,171,255,255,,0,255,255,sp,0,255,255,,
929,170,255,255,,171,255,255,,0,255,255,sp,0,255,255,,
930,169,255,255,,171,255,255,,0,255,255,sp,0,255,255,,
931,169,255,255,,171,255,255,,0,255,255,sp,0,255,255,,
932,169,255,255,,171,255,255,,0,255,255,sp,0,255,255,,
933,169,255,255,,170,255,255,,0,255,255,sp,0,255,255,,
934,169,255,255,,170,255,255,,0,255,255,sp,0,255,255,,
935,169,255,255,,170,255,255,,0,255,255,sp,0,255,255,,
936,170,255,255,,170,255,255,,170,255,255,,0,255,255,,
937,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
938,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
939,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
940,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
941,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
942,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
943,170,255,255,,168,255,255,,169,255,255,,0,255,255,,
944,170,255,255,,168,255,255,,169,255,255,,0,255,255,,
945,170,255,255,,168,255,255,,169,255,255,,0,255,255,,
946,170,255,255,,168,255,255,,169,255,255,,0,255,255,,
947,170,255,255,,168,255,255,,169,255,255,,0,255,255,,
948,170,255,255,,168,255,255,,169,255,255,,0,255,255,,
949,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
950,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
951,170,255,255,,169,255,255,,168,255,255,,0,255,255,,
952,170,255,255,,169,255,255,,168,255,255,,0,255,255,,
953,170,255,255,,169,255,255,,0,255,255,,0,255,255,,
954,170,255,255,,169,255,255,,168,255,255,,0,255,255,,
955,170,255,255,,169,255,255,,168,255,255,,0,255,255,,
956,170,255,255,,169,255,255,,168,255,255,,0,255,255,,
957,170,255,255,,169,255,255,,0,255,255,,0,255,255,,
958,170,255,255,,169,255,255,,0,255,255,,0,255,255,,
959,169,255,255,,169,255,255,,0,255,255,,0,255,255,,
960,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
961,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
962,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
963,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
964,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
965,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
966,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
967,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
968,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
969,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
970,170,255,255,,168,255,255,,169,255,255,,0,255,255,,
971,169,255,255,,168,255,255,,168,255,255,,0,255,255,,
972,169,255,255,,168,255,255,,168,255,255,,0,255,255,,
973,169,255,255,,168,255,255,,168,255,255,,0,255,255,,
974,170,255,255,,169,255,255,,168,255,255,,0,255,255,,
975,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
976,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
977,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
978,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
979,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
980,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
981,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
982,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
983,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
984,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
985,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
986,170,255,255,,169,255,255,,0,255,255,,0,255,255,,
987,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
988,169,255,255,,170,255,255,,0,255,255,,0,255,255,,
989,168,255,255,,170,255,255,,169,255,255,,0,255,255,,
990,169,255,255,,170,255,255,,168,255,255,,0,255,255,,
991,169,255,255,,170,255,255,,168,255,255,,0,255,255,,
992,169,255,255,,170,255,255,,168,255,255,,0,255,255,,
993,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
994,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
995,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
996,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
997,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
998,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
999,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1000,170,255,255,,170,255,255,,170,255,255,,0,255,255,,
1001,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1002,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1003,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1004,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1005,170,255,255,,169,255,255,,169,255,255,,0,255,255,,
1006,169,255,255,,169,255,255,,169,255,255,,0,255,255,,
1007,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1008,169,255,255,,170,255,255,,170,255,255,,0,255,255,,
1009,169,255,255,,169,255,255,,170,255,255,,0,255,255,,
1010,169,255,255,,169,255,255,,170,255,255,,0,255,255,,
1011,169,255,255,,169,255,255,,170,255,255,,0,255,255,,
1012,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1013,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1014,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1015,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1016,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1017,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1018,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1019,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1020,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1021,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
1022,169,255,255,,171,255,255,,169,255,255,,0,255,255,,
1023,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1024,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1025,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
1026,170,255,255,,170,255,255,,170,255,255,,0,255,255,,
1027,168,255,255,,170,255,255,,170,255,255,,115,255,255,,
1028,169,255,255,,169,255,255,,170,255,255,,0,255,255,,
1029,169,255,255,,170,255,255,,170,255,255,,96,255,255,,
1030,170,255,255,,169,255,255,,170,255,255,,99,255,255,,
1031,170,255,255,,169,255,255,,170,255,255,,0,255,255,,
1032,169,255,255,,169,255,255,,169,255,255,,99,255,255,,
1033,170,255,255,,169,255,255,,169,255,255,,102,255,255,,
1034,169,255,255,,169,255,255,,170,255,255,,171,255,255,,
1035,169,255,255,,169,255,255,,169,255,255,,170,255,255,,
1036,170,255,255,,170,255,255,,169,255,255,,170,255,255,,
1037,169,255,255,,169,255,255,,169,255,255,,169,255,255,,
1038,169,255,255,,169,255,255,,169,255,255,,169,255,255,,
1039,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
1040,169,255,255,,167,255,255,,169,255,255,,169,255,255,,
1041,169,255,255,,167,255,255,,0,255,255,,169,255,255,,
1042,169,255,255,,168,255,255,,168,255,255,,168,255,255,,
1043,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
1044,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
1045,170,255,255,,170,255,255,,169,255,255,,169,255,255,,
1046,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
1047,169,255,255,,170,255,255,,168,255,255,,169,255,255,,
1048,169,255,255,,169,255,255,,168,255,255,,169,255,255,,
1049,169,255,255,,169,255,255,,169,255,255,,170,255,255,,
1050,169,255,255,,169,255,255,,169,255,255,,170,255,255,,
1051,169,255,255,,170,255,255,,170,255,255,,169,255,255,,
1052,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1053,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1054,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1055,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
1056,168,255,255,,170,255,255,,170,255,255,,169,255,255,,
1057,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1058,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
1059,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
1060,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
1061,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1062,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1063,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1064,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
1065,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
1066,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
1067,169,255,255,,170,255,255,,171,255,255,,170,255,255,,
1068,169,255,255,,170,255,255,,171,255,255,,170,255,255,,
1069,169,255,255,,170,255,255,,171,255,255,,170,255,255,,
1070,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1071,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1072,169,255,255,,170,255,255,,0,255,255,,171,255,255,,
1073,169,255,255,,170,255,255,,0,255,255,,171,255,255,,
1074,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1075,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1076,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1077,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1078,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1079,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1080,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1081,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1082,169,255,255,,171,255,255,,0,255,255,,170,255,255,,
1083,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1084,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1085,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1086,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1087,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1088,170,255,255,,169,255,255,,0,255,255,,170,255,255,,
1089,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1090,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1091,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1092,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1093,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1094,171,255,255,,170,255,255,,0,255,255,,169,255,255,,
1095,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1096,170,255,255,,169,255,255,,0,255,255,,170,255,255,,
1097,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1098,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1099,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1100,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1101,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1102,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1103,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1104,171,255,255,,171,255,255,,0,255,255,,171,255,255,,
1105,170,255,255,,170,255,255,,0,255,255,,171,255,255,,
1106,170,255,255,,170,255,255,,0,255,255,,171,255,255,,
1107,169,255,255,,170,255,255,,0,255,255,,171,255,255,,
1108,169,255,255,,171,255,255,,0,255,255,,171,255,255,,
1109,170,255,255,,171,255,255,,0,255,255,,171,255,255,,
1110,169,255,255,,171,255,255,,0,255,255,,171,255,255,,
1111,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1112,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1113,167,255,255,,168,255,255,,0,255,255,,171,255,255,,
1114,167,255,255,,169,255,255,,0,255,255,,171,255,255,,
1115,168,255,255,,169,255,255,,0,255,255,,171,255,255,,
1116,169,255,255,,168,255,255,,0,255,255,,171,255,255,,
1117,169,255,255,,168,255,255,,0,255,255,,171,255,255,,
1118,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1119,169,255,255,,171,255,255,,0,255,255,,171,255,255,,
1120,170,255,255,,169,255,255,,0,255,255,,171,255,255,,
1121,169,255,255,,171,255,255,,0,255,255,,171,255,255,,
1122,169,255,255,,171,255,255,,0,255,255,,171,255,255,,
1123,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1124,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1125,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1126,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1127,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1128,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1129,169,255,255,,169,255,255,,0,255,255,,171,255,255,,
1130,170,255,255,,169,255,255,,0,255,255,,171,255,255,,
1131,170,255,255,,169,255,255,,0,255,255,,171,255,255,,
1132,169,255,255,,170,255,255,,0,255,255,,171,255,255,,
1133,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1134,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1135,170,255,255,,169,255,255,,0,255,255,,170,255,255,,
1136,170,255,255,,169,255,255,,0,255,255,,170,255,255,,
1137,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1138,170,255,255,,169,255,255,,0,255,255,,170,255,255,,
1139,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1140,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1141,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1142,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1143,170,255,255,,170,255,255,,0,255,255,,172,255,255,,
1144,169,255,255,,170,255,255,,0,255,255,,171,255,255,,
1145,169,255,255,,170,255,255,,0,255,255,,171,255,255,,
1146,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1147,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1148,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1149,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1150,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1151,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1152,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1153,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1154,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1155,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1156,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1157,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1158,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1159,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1160,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1161,168,255,255,,170,255,255,,0,255,255,,169,255,255,,
1162,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1163,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1164,168,255,255,,170,255,255,,0,255,255,,170,255,255,,
1165,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1166,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1167,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1168,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1169,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1170,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1171,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1172,170,255,255,,170,255,255,,0,255,255,,171,255,255,,
1173,170,255,255,,170,255,255,,0,255,255,,171,255,255,,
1174,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1175,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1176,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1177,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1178,170,255,255,,169,255,255,,0,255,255,,170,255,255,,
1179,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1180,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1181,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1182,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1183,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1184,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1185,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1186,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1187,169,255,255,,171,255,255,,0,255,255,,170,255,255,,
1188,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1189,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1190,170,255,255,,168,255,255,,0,255,255,,170,255,255,,
1191,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1192,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1193,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1194,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1195,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1196,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1197,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1198,170,255,255,,171,255,255,,0,255,255,,168,255,255,,
1199,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1200,169,255,255,,171,255,255,,0,255,255,,170,255,255,,
