frame_count,1-h,1-s,1-v,2-h,2-s,2-v,3-h,3-s,3-v,4-h,4-s,4-v
1060,0,255,255,95,255,255,0,255,255,95,255,255
1061,0,255,255,95,255,255,0,255,255,95,255,255
1062,0,255,255,95,255,255,0,255,255,95,255,255
1063,90,255,255,95,255,255,0,255,255,95,255,255
1064,0,255,255,96,255,255,0,255,255,95,255,255
1065,0,255,255,95,255,255,0,255,255,95,255,255
1066,90,255,255,96,255,255,0,255,255,95,255,255
1067,90,255,255,96,255,255,0,255,255,95,255,255
1068,90,255,255,95,255,255,0,255,255,96,255,255
1069,90,255,255,95,255,255,0,255,255,96,255,255
1070,90,255,255,96,255,255,0,255,255,94,255,255
1071,90,255,255,96,255,255,0,255,255,95,255,255
1072,90,255,255,96,255,255,0,255,255,94,255,255
1073,90,255,255,96,255,255,0,255,255,94,255,255
1074,90,255,255,96,255,255,0,255,255,94,255,255
1075,0,255,255,96,255,255,0,255,255,96,255,255
1076,0,255,255,95,255,255,0,255,255,94,255,255
1077,90,255,255,95,255,255,0,255,255,95,255,255
1078,0,255,255,96,255,255,0,255,255,95,255,255
1079,0,255,255,96,255,255,0,255,255,96,255,255
1080,0,255,255,96,255,255,0,255,255,95,255,255
1081,90,255,255,96,255,255,0,255,255,94,255,255
1082,90,255,255,94,255,255,0,255,255,95,255,255
1083,90,255,255,96,255,255,0,255,255,96,255,255
1084,90,255,255,96,255,255,0,255,255,94,255,255
1085,90,255,255,97,255,255,0,255,255,95,255,255
1086,0,255,255,96,255,255,94,255,255,95,255,255
1087,0,255,255,92,255,255,95,255,255,96,255,255
1088,0,255,255,92,255,255,95,255,255,96,255,255
1089,0,255,255,96,255,255,0,255,255,95,255,255
1090,0,255,255,96,255,255,0,255,255,95,255,255
1091,0,255,255,96,255,255,0,255,255,95,255,255
1092,0,255,255,96,255,255,0,255,255,95,255,255
1093,0,255,255,95,255,255,0,255,255,95,255,255
1094,0,255,255,96,255,255,0,255,255,95,255,255
1095,0,255,255,94,255,255,0,255,255,95,255,255
1096,0,255,255,96,255,255,0,255,255,95,255,255
1097,0,255,255,95,255,255,91,255,255,94,255,255
1098,0,255,255,95,255,255,91,255,255,94,255,255
1099,0,255,255,95,255,255,91,255,255,95,255,255
1100,90,255,255,95,255,255,0,255,255,95,255,255
1101,0,255,255,94,255,255,0,255,255,95,255,255
1102,0,255,255,94,255,255,0,255,255,95,255,255
1103,0,255,255,95,255,255,0,255,255,95,255,255
1104,0,255,255,95,255,255,0,255,255,94,255,255
1105,0,255,255,95,255,255,86,255,255,95,255,255
1106,0,255,255,95,255,255,86,255,255,95,255,255
1107,0,255,255,94,255,255,0,255,255,95,255,255
1108,0,255,255,94,255,255,0,255,255,95,255,255
1109,0,255,255,94,255,255,0,255,255,95,255,255
1110,0,255,255,94,255,255,0,255,255,95,255,255
1111,0,255,255,95,255,255,94,255,255,95,255,255
1112,0,255,255,95,255,255,94,255,255,95,255,255
1113,0,255,255,95,255,255,94,255,255,95,255,255
1114,0,255,255,95,255,255,0,255,255,95,255,255
1115,0,255,255,95,255,255,0,255,255,95,255,255
1116,0,255,255,95,255,255,0,255,255,95,255,255
1117,0,255,255,95,255,255,0,255,255,95,255,255
1118,0,255,255,95,255,255,0,255,255,95,255,255
1119,0,255,255,95,255,255,93,255,255,95,255,255
1120,0,255,255,95,255,255,0,255,255,95,255,255
1121,0,255,255,95,255,255,90,255,255,95,255,255
1122,0,255,255,95,255,255,90,255,255,95,255,255
1123,0,255,255,96,255,255,97,255,255,95,255,255
1124,0,255,255,95,255,255,0,255,255,95,255,255
1125,0,255,255,95,255,255,0,255,255,95,255,255
1126,0,255,255,95,255,255,0,255,255,95,255,255
1127,0,255,255,95,255,255,0,255,255,95,255,255
1128,0,255,255,95,255,255,0,255,255,95,255,255
1129,0,255,255,95,255,255,0,255,255,95,255,255
1130,0,255,255,96,255,255,0,255,255,95,255,255
1131,0,255,255,95,255,255,0,255,255,95,255,255
1132,0,255,255,95,255,255,0,255,255,95,255,255
1133,0,255,255,95,255,255,0,255,255,96,255,255
1134,0,255,255,95,255,255,0,255,255,95,255,255
1135,0,255,255,95,255,255,0,255,255,96,255,255
1136,0,255,255,95,255,255,0,255,255,96,255,255
1137,0,255,255,95,255,255,0,255,255,96,255,255
1138,0,255,255,95,255,255,0,255,255,96,255,255
1139,0,255,255,95,255,255,0,255,255,96,255,255
1140,0,255,255,95,255,255,0,255,255,96,255,255
1141,0,255,255,95,255,255,0,255,255,96,255,255
1142,0,255,255,95,255,255,0,255,255,94,255,255
1143,0,255,255,95,255,255,85,255,255,94,255,255
1144,0,255,255,95,255,255,85,255,255,94,255,255
1145,0,255,255,95,255,255,86,255,255,94,255,255
1146,0,255,255,96,255,255,85,255,255,94,255,255
1147,0,255,255,95,255,255,85,255,255,94,255,255
1148,0,255,255,96,255,255,87,255,255,94,255,255
1149,0,255,255,96,255,255,0,255,255,94,255,255
1150,0,255,255,96,255,255,0,255,255,94,255,255
1151,0,255,255,96,255,255,0,255,255,95,255,255
1152,0,255,255,96,255,255,0,255,255,95,255,255
1153,0,255,255,96,255,255,0,255,255,93,255,255
1154,0,255,255,96,255,255,0,255,255,95,255,255
1155,0,255,255,96,255,255,0,255,255,95,255,255
1156,0,255,255,97,255,255,93,255,255,95,255,255
1157,0,255,255,96,255,255,0,255,255,96,255,255
1158,0,255,255,96,255,255,0,255,255,96,255,255
1159,0,255,255,96,255,255,0,255,255,95,255,255
1160,0,255,255,96,255,255,0,255,255,95,255,255
1161,0,255,255,96,255,255,0,255,255,95,255,255
1162,0,255,255,96,255,255,0,255,255,95,255,255
1163,0,255,255,96,255,255,0,255,255,95,255,255
1164,0,255,255,96,255,255,0,255,255,95,255,255
1165,0,255,255,96,255,255,0,255,255,95,255,255
1166,0,255,255,92,255,255,0,255,255,95,255,255
1167,0,255,255,92,255,255,0,255,255,95,255,255
1168,0,255,255,92,255,255,0,255,255,95,255,255
1169,0,255,255,90,255,255,0,255,255,95,255,255
1170,0,255,255,0,255,255,0,255,255,95,255,255
1171,0,255,255,0,255,255,0,255,255,95,255,255
1172,0,255,255,0,255,255,0,255,255,96,255,255
1173,0,255,255,0,255,255,0,255,255,95,255,255
1174,0,255,255,90,255,255,0,255,255,94,255,255
1175,0,255,255,0,255,255,0,255,255,95,255,255
1176,0,255,255,0,255,255,0,255,255,95,255,255
1177,0,255,255,90,255,255,0,255,255,95,255,255
1178,0,255,255,0,255,255,0,255,255,95,255,255
1179,0,255,255,0,255,255,0,255,255,95,255,255
1180,0,255,255,0,255,255,0,255,255,95,255,255
1181,0,255,255,0,255,255,0,255,255,94,255,255
1182,0,255,255,90,255,255,0,255,255,95,255,255
1183,0,255,255,90,255,255,0,255,255,97,255,255
1184,0,255,255,90,255,255,0,255,255,95,255,255
1185,0,255,255,90,255,255,0,255,255,95,255,255
1186,0,255,255,90,255,255,0,255,255,95,255,255
1187,0,255,255,90,255,255,0,255,255,95,255,255
1188,0,255,255,90,255,255,0,255,255,95,255,255
1189,0,255,255,90,255,255,0,255,255,95,255,255
1190,0,255,255,90,255,255,0,255,255,94,255,255
1191,0,255,255,90,255,255,0,255,255,95,255,255
1192,0,255,255,0,255,255,0,255,255,95,255,255
1193,0,255,255,0,255,255,0,255,255,96,255,255
1194,0,255,255,0,255,255,0,255,255,94,255,255
1195,0,255,255,0,255,255,0,255,255,95,255,255
1196,0,255,255,0,255,255,0,255,255,94,255,255
1197,0,255,255,0,255,255,0,255,255,94,255,255
1198,0,255,255,0,255,255,0,255,255,94,255,255
1199,0,255,255,0,255,255,0,255,255,94,255,255
1200,0,255,255,0,255,255,0,255,255,94,255,255
1201,0,255,255,0,255,255,0,255,255,94,255,255
1202,0,255,255,0,255,255,0,255,255,0,255,255
1203,0,255,255,0,255,255,0,255,255,0,255,255
1204,0,255,255,0,255,255,0,255,255,0,255,255
1205,0,255,255,0,255,255,0,255,255,0,255,255
1206,0,255,255,0,255,255,0,255,255,0,255,255
1207,0,255,255,0,255,255,0,255,255,0,255,255
1208,0,255,255,0,255,255,0,255,255,0,255,255
1209,0,255,255,0,255,255,0,255,255,0,255,255
1210,0,255,255,0,255,255,0,255,255,0,255,255
1211,0,255,255,0,255,255,0,255,255,0,255,255
1212,0,255,255,0,255,255,0,255,255,0,255,255
1213,0,255,255,0,255,255,0,255,255,0,255,255
1214,0,255,255,0,255,255,0,255,255,0,255,255
1215,0,255,255,0,255,255,0,255,255,0,255,255
1216,0,255,255,0,255,255,0,255,255,0,255,255
1217,0,255,255,0,255,255,0,255,255,0,255,255
1218,0,255,255,0,255,255,0,255,255,0,255,255
1219,0,255,255,0,255,255,0,255,255,0,255,255
1220,0,255,255,0,255,255,0,255,255,0,255,255
1221,0,255,255,0,255,255,0,255,255,0,255,255
1222,0,255,255,0,255,255,0,255,255,0,255,255
1223,0,255,255,0,255,255,0,255,255,0,255,255
1224,96,255,255,94,255,255,88,255,255,95,255,255
1225,96,255,255,96,255,255,0,255,255,95,255,255
1226,96,255,255,95,255,255,0,255,255,95,255,255
1227,96,255,255,94,255,255,0,255,255,95,255,255
1228,96,255,255,94,255,255,0,255,255,95,255,255
1229,96,255,255,94,255,255,0,255,255,95,255,255
1230,96,255,255,96,255,255,0,255,255,95,255,255
1231,96,255,255,94,255,255,0,255,255,95,255,255
1232,96,255,255,94,255,255,0,255,255,95,255,255
1233,96,255,255,94,255,255,0,255,255,95,255,255
1234,96,255,255,94,255,255,0,255,255,95,255,255
1235,96,255,255,94,255,255,90,255,255,95,255,255
1236,96,255,255,95,255,255,0,255,255,95,255,255
1237,95,255,255,94,255,255,0,255,255,95,255,255
1238,96,255,255,95,255,255,0,255,255,95,255,255
1239,95,255,255,95,255,255,0,255,255,95,255,255
1240,95,255,255,0,255,255,0,255,255,95,255,255
1241,95,255,255,0,255,255,0,255,255,95,255,255
1242,95,255,255,0,255,255,0,255,255,95,255,255
1243,95,255,255,0,255,255,0,255,255,95,255,255
1244,96,255,255,0,255,255,90,255,255,95,255,255
1245,95,255,255,0,255,255,0,255,255,95,255,255
1246,95,255,255,0,255,255,89,255,255,95,255,255
1247,96,255,255,0,255,255,89,255,255,95,255,255
1248,95,255,255,0,255,255,0,255,255,95,255,255
1249,96,255,255,0,255,255,0,255,255,95,255,255
1250,95,255,255,0,255,255,0,255,255,95,255,255
1251,95,255,255,0,255,255,0,255,255,95,255,255
1252,95,255,255,0,255,255,0,255,255,95,255,255
1253,95,255,255,0,255,255,0,255,255,95,255,255
1254,95,255,255,0,255,255,0,255,255,95,255,255
1255,95,255,255,0,255,255,0,255,255,95,255,255
1256,96,255,255,0,255,255,0,255,255,95,255,255
1257,96,255,255,0,255,255,0,255,255,95,255,255
1258,96,255,255,0,255,255,0,255,255,95,255,255
1259,96,255,255,0,255,255,0,255,255,95,255,255
1260,96,255,255,0,255,255,0,255,255,95,255,255
1261,95,255,255,0,255,255,0,255,255,95,255,255
1262,95,255,255,0,255,255,0,255,255,95,255,255
1263,95,255,255,0,255,255,0,255,255,95,255,255
1264,95,255,255,0,255,255,0,255,255,95,255,255
1265,95,255,255,0,255,255,0,255,255,95,255,255
1266,96,255,255,0,255,255,0,255,255,95,255,255
1267,96,255,255,0,255,255,0,255,255,95,255,255
1268,96,255,255,0,255,255,0,255,255,95,255,255
1269,96,255,255,90,255,255,0,255,255,96,255,255
1270,96,255,255,0,255,255,0,255,255,95,255,255
1271,96,255,255,0,255,255,0,255,255,95,255,255
1272,96,255,255,0,255,255,0,255,255,96,255,255
1273,96,255,255,0,255,255,0,255,255,95,255,255
1274,96,255,255,0,255,255,0,255,255,95,255,255
1275,96,255,255,0,255,255,0,255,255,95,255,255
1276,96,255,255,0,255,255,0,255,255,95,255,255
1277,96,255,255,0,255,255,0,255,255,95,255,255
1278,96,255,255,0,255,255,0,255,255,95,255,255
1279,96,255,255,0,255,255,0,255,255,96,255,255
1280,96,255,255,0,255,255,0,255,255,96,255,255
1281,96,255,255,0,255,255,0,255,255,96,255,255
1282,97,255,255,0,255,255,0,255,255,96,255,255
1283,97,255,255,0,255,255,0,255,255,96,255,255
1284,97,255,255,0,255,255,0,255,255,96,255,255
1285,97,255,255,0,255,255,0,255,255,96,255,255
1286,97,255,255,0,255,255,0,255,255,96,255,255
1287,96,255,255,0,255,255,0,255,255,96,255,255
1288,96,255,255,0,255,255,0,255,255,96,255,255
1289,96,255,255,0,255,255,0,255,255,96,255,255
1290,96,255,255,0,255,255,0,255,255,96,255,255
1291,95,255,255,0,255,255,0,255,255,96,255,255
1292,96,255,255,0,255,255,0,255,255,96,255,255
1293,96,255,255,0,255,255,0,255,255,95,255,255
1294,96,255,255,0,255,255,0,255,255,95,255,255
1295,96,255,255,0,255,255,0,255,255,95,255,255
1296,96,255,255,0,255,255,0,255,255,95,255,255
1297,96,255,255,0,255,255,0,255,255,95,255,255
1298,96,255,255,0,255,255,0,255,255,95,255,255
1299,96,255,255,0,255,255,0,255,255,95,255,255
1300,96,255,255,0,255,255,0,255,255,95,255,255
1301,96,255,255,0,255,255,0,255,255,95,255,255
1302,96,255,255,0,255,255,0,255,255,94,255,255
1303,97,255,255,0,255,255,0,255,255,94,255,255
1304,97,255,255,0,255,255,0,255,255,95,255,255
1305,97,255,255,0,255,255,0,255,255,95,255,255
1306,97,255,255,0,255,255,0,255,255,95,255,255
1307,96,255,255,0,255,255,0,255,255,95,255,255
1308,96,255,255,0,255,255,0,255,255,96,255,255
1309,96,255,255,0,255,255,0,255,255,95,255,255
1310,96,255,255,0,255,255,0,255,255,96,255,255
1311,96,255,255,0,255,255,0,255,255,95,255,255
1312,96,255,255,0,255,255,0,255,255,95,255,255
1313,96,255,255,0,255,255,0,255,255,96,255,255
1314,95,255,255,0,255,255,0,255,255,96,255,255
1315,95,255,255,0,255,255,0,255,255,96,255,255
1316,95,255,255,0,255,255,0,255,255,95,255,255
1317,95,255,255,0,255,255,0,255,255,0,255,255
1318,95,255,255,0,255,255,0,255,255,90,255,255
1319,95,255,255,0,255,255,0,255,255,0,255,255
1320,96,255,255,0,255,255,0,255,255,0,0,255
1321,96,255,255,0,255,255,0,255,255,0,255,255
1322,96,255,255,0,255,255,0,255,255,0,0,255
1323,96,255,255,0,255,255,0,255,255,0,0,255
1324,98,255,255,0,255,255,0,255,255,0,0,255
1325,95,255,255,0,255,255,0,255,255,0,255,255
1326,96,255,255,0,255,255,0,255,255,0,255,255
1327,96,255,255,0,255,255,0,255,255,0,255,255
1328,97,255,255,90,255,255,0,255,255,0,255,255
1329,97,255,255,90,255,255,0,255,255,0,255,255
1330,97,255,255,90,255,255,0,255,255,0,255,255
1331,96,255,255,90,255,255,0,255,255,0,255,255
1332,96,255,255,90,255,255,0,255,255,0,255,255
1333,96,255,255,0,255,255,0,255,255,0,255,255
1334,96,255,255,0,255,255,0,255,255,0,255,255
1335,96,255,255,0,255,255,0,255,255,90,255,255
1336,96,255,255,90,255,255,0,255,255,90,255,255
1337,96,255,255,90,255,255,0,255,255,90,255,255
1338,96,255,255,90,255,255,0,255,255,90,255,255
1339,96,255,255,90,255,255,0,255,255,0,255,255
1340,96,255,255,90,255,255,0,255,255,0,255,255
1341,96,255,255,0,255,255,93,255,255,0,255,255
1342,96,255,255,0,255,255,0,255,255,0,255,255
1343,96,255,255,0,255,255,0,255,255,0,255,255
1344,96,255,255,0,255,255,0,255,255,0,255,255
1345,96,255,255,0,255,255,0,255,255,0,255,255
1346,96,255,255,0,255,255,0,255,255,0,255,255
1347,96,255,255,0,255,255,0,255,255,0,255,255
1348,96,255,255,0,255,255,0,255,255,0,255,255
1349,96,255,255,100,255,255,0,255,255,0,255,255
1350,96,255,255,0,255,255,0,255,255,0,255,255
1351,96,255,255,0,255,255,0,255,255,0,255,255
1352,96,255,255,115,255,255,0,255,255,90,255,255
1353,96,255,255,115,255,255,0,255,255,90,255,255
1354,96,255,255,115,255,255,0,255,255,90,255,255
1355,96,255,255,115,255,255,95,255,255,90,255,255
1356,96,255,255,115,255,255,0,255,255,90,255,255
1357,96,255,255,115,255,255,0,255,255,90,255,255
1358,96,255,255,115,255,255,0,255,255,0,255,255
1359,96,255,255,115,255,255,0,255,255,90,255,255
1360,96,255,255,115,255,255,0,255,255,90,255,255
1361,96,255,255,115,255,255,0,255,255,90,255,255
1362,0,255,255,115,255,255,0,255,255,90,255,255
1363,0,255,255,115,255,255,0,255,255,90,255,255
1364,0,255,255,115,255,255,0,255,255,0,255,255
1365,0,255,255,115,255,255,86,255,255,0,255,255
1366,90,255,255,115,255,255,87,255,255,0,255,255
1367,0,255,255,115,255,255,0,255,255,0,0,255
1368,0,255,255,0,0,255,87,255,255,0,255,255
1369,0,255,255,132,255,255,0,255,255,0,255,255
1370,0,255,255,115,255,255,0,255,255,0,255,255
1371,0,255,255,115,255,255,0,255,255,0,255,255
1372,0,255,255,90,255,255,0,255,255,90,255,255
1373,0,255,255,0,255,255,0,255,255,90,255,255
1374,0,255,255,0,255,255,0,255,255,90,255,255
1375,0,255,255,0,255,255,0,255,255,0,255,255
1376,0,255,255,0,255,255,0,255,255,0,255,255
1377,0,255,255,0,255,255,0,255,255,0,255,255
1378,0,255,255,0,0,255,92,255,255,0,0,255
1379,0,255,255,0,0,255,92,255,255,0,0,255
1380,0,255,255,0,255,255,0,255,255,0,0,255
1381,0,255,255,0,255,255,0,255,255,0,255,255
1382,0,255,255,0,255,255,0,255,255,0,255,255
1383,0,255,255,0,255,255,0,255,255,0,255,255
1384,0,255,255,8,255,255,0,255,255,0,255,255
1385,0,255,255,0,255,255,0,255,255,0,255,255
1386,0,255,255,0,255,255,0,255,255,0,255,255
1387,0,255,255,0,255,255,0,255,255,0,255,255
1388,0,255,255,0,255,255,0,255,255,0,255,255
1389,0,255,255,0,255,255,0,255,255,0,255,255
1390,0,255,255,0,255,255,0,255,255,0,255,255
1391,0,255,255,0,255,255,0,255,255,90,255,255
1392,0,255,255,0,255,255,0,255,255,90,255,255
1393,0,255,255,0,255,255,0,255,255,90,255,255
1394,0,255,255,0,0,255,0,255,255,90,255,255
1395,0,255,255,0,255,255,0,255,255,90,255,255
1396,0,255,255,90,255,255,0,255,255,0,255,255
1397,0,255,255,0,0,255,0,255,255,0,0,255
1398,0,255,255,90,255,255,0,255,255,0,255,255
1399,0,255,255,90,255,255,0,255,255,0,255,255
1400,0,255,255,90,255,255,0,255,255,0,255,255
1401,0,255,255,90,255,255,0,255,255,0,0,255
1402,0,255,255,90,255,255,0,255,255,0,255,255
1403,0,255,255,90,255,255,0,255,255,0,255,255
1404,0,255,255,70,255,255,0,255,255,0,255,255
1405,0,255,255,70,255,255,0,255,255,0,255,255
1406,0,255,255,30,255,255,0,255,255,0,255,255
1407,0,255,255,30,255,255,0,255,255,0,255,255
1408,0,255,255,70,255,255,0,255,255,0,255,255
1409,0,255,255,30,255,255,0,255,255,0,255,255
1410,0,255,255,30,255,255,0,255,255,90,255,255
1411,0,255,255,30,255,255,0,255,255,90,255,255
1412,0,255,255,30,255,255,0,255,255,90,255,255
1413,0,255,255,30,255,255,0,255,255,0,255,255
1414,0,255,255,30,255,255,0,255,255,0,255,255
1415,0,255,255,30,255,255,0,255,255,0,255,255
1416,0,255,255,0,255,255,0,255,255,90,255,255
1417,0,255,255,0,255,255,0,255,255,0,0,255
1418,0,255,255,0,255,255,0,255,255,0,255,255
1419,0,255,255,0,255,255,0,255,255,0,255,255
1420,0,255,255,0,255,255,0,255,255,0,255,255
1421,0,255,255,0,255,255,0,255,255,0,255,255
1422,0,255,255,0,255,255,0,255,255,0,255,255
1423,0,255,255,0,255,255,0,255,255,0,255,255
1424,0,255,255,0,255,255,0,255,255,0,255,255
1425,0,255,255,0,255,255,0,255,255,0,255,255
1426,0,255,255,0,255,255,0,255,255,0,0,255
1427,0,255,255,0,255,255,0,255,255,0,0,255
1428,0,255,255,0,255,255,0,255,255,0,255,255
1429,0,255,255,36,255,255,0,255,255,0,255,255
1430,0,255,255,54,255,255,0,255,255,0,255,255
1431,0,255,255,54,255,255,0,255,255,0,255,255
1432,0,255,255,54,255,255,0,255,255,0,255,255
1433,0,255,255,54,255,255,0,255,255,0,255,255
1434,0,255,255,54,255,255,0,255,255,0,255,255
1435,0,255,255,0,255,255,0,255,255,0,255,255
1436,0,255,255,54,255,255,0,255,255,0,255,255
1437,0,255,255,70,255,255,0,255,255,0,255,255
1438,0,255,255,54,255,255,0,255,255,0,255,255
1439,0,255,255,54,255,255,0,255,255,0,255,255
1440,0,255,255,0,255,255,0,255,255,0,255,255
1441,0,255,255,0,255,255,0,255,255,0,255,255
1442,0,255,255,0,255,255,0,255,255,0,255,255
1443,0,255,255,95,255,255,0,255,255,0,255,255
1444,0,255,255,95,255,255,0,255,255,0,255,255
1445,90,255,255,95,255,255,0,255,255,0,255,255
1446,0,255,255,96,255,255,0,255,255,0,255,255
1447,90,255,255,96,255,255,0,255,255,0,255,255
1448,0,255,255,96,255,255,0,255,255,0,255,255
1449,0,255,255,96,255,255,0,255,255,0,255,255
1450,0,255,255,96,255,255,0,255,255,0,255,255
1451,0,255,255,96,255,255,0,255,255,0,255,255
1452,0,255,255,96,255,255,0,255,255,0,255,255
1453,0,255,255,96,255,255,0,255,255,0,255,255
1454,0,255,255,96,255,255,0,255,255,0,255,255
1455,0,0,255,96,255,255,0,255,255,0,255,255
1456,0,255,255,95,255,255,0,255,255,0,255,255
1457,0,255,255,95,255,255,0,255,255,0,255,255
1458,0,255,255,95,255,255,0,255,255,0,255,255
1459,0,255,255,95,255,255,0,255,255,0,255,255
1460,0,255,255,94,255,255,0,255,255,0,255,255
1461,0,255,255,94,255,255,0,255,255,0,255,255
1462,0,255,255,94,255,255,0,255,255,0,255,255
1463,0,255,255,95,255,255,0,255,255,0,255,255
1464,0,255,255,95,255,255,0,255,255,0,255,255
1465,0,255,255,94,255,255,0,255,255,0,255,255
1466,0,255,255,95,255,255,0,255,255,0,255,255
1467,0,255,255,95,255,255,0,255,255,0,255,255
1468,0,255,255,94,255,255,0,255,255,0,255,255
1469,0,255,255,94,255,255,0,255,255,0,255,255
1470,0,255,255,94,255,255,0,255,255,0,255,255
1471,0,255,255,94,255,255,0,255,255,0,255,255
1472,0,255,255,94,255,255,0,255,255,0,255,255
1473,0,255,255,94,255,255,0,255,255,0,255,255
1474,0,255,255,94,255,255,0,255,255,0,255,255
1475,0,255,255,96,255,255,0,255,255,0,255,255
1476,0,255,255,95,255,255,0,255,255,0,255,255
1477,0,255,255,95,255,255,0,255,255,0,255,255
1478,0,255,255,95,255,255,0,255,255,0,255,255
1479,0,255,255,95,255,255,0,255,255,0,255,255
1480,0,255,255,95,255,255,0,255,255,0,255,255
1481,0,255,255,95,255,255,0,255,255,0,255,255
1482,90,255,255,95,255,255,0,255,255,0,255,255
1483,90,255,255,95,255,255,90,255,255,0,255,255
1484,90,255,255,95,255,255,90,255,255,0,255,255
1485,90,255,255,95,255,255,90,255,255,0,255,255
1486,90,255,255,95,255,255,90,255,255,0,255,255
1487,0,255,255,95,255,255,90,255,255,0,255,255
1488,0,255,255,95,255,255,90,255,255,0,255,255
1489,0,255,255,95,255,255,90,255,255,0,255,255
1490,0,255,255,95,255,255,0,255,255,0,255,255
1491,90,255,255,96,255,255,0,255,255,0,255,255
1492,0,255,255,96,255,255,0,255,255,0,255,255
1493,0,255,255,95,255,255,90,255,255,0,255,255
1494,0,255,255,95,255,255,0,255,255,0,255,255
1495,0,255,255,96,255,255,90,255,255,0,255,255
1496,0,255,255,96,255,255,0,255,255,0,255,255
1497,0,255,255,96,255,255,0,255,255,0,255,255
1498,0,255,255,96,255,255,0,255,255,0,255,255
1499,0,255,255,95,255,255,30,255,255,90,255,255
1500,0,255,255,94,255,255,30,255,255,90,255,255
1501,0,255,255,95,255,255,30,255,255,90,255,255
1502,0,255,255,95,255,255,0,255,255,0,255,255
1503,0,255,255,94,255,255,0,255,255,0,255,255
1504,0,255,255,95,255,255,0,255,255,0,255,255
1505,0,255,255,95,255,255,0,255,255,0,255,255
1506,0,255,255,95,255,255,0,255,255,0,255,255
1507,0,255,255,95,255,255,0,255,255,0,255,255
1508,90,255,255,96,255,255,0,255,255,0,255,255
1509,0,255,255,96,255,255,90,255,255,0,255,255
1510,132,255,255,95,255,255,0,255,255,0,255,255
1511,0,255,255,96,255,255,0,255,255,0,255,255
1512,135,255,255,96,255,255,0,255,255,30,255,255
1513,0,255,255,94,255,255,0,255,255,0,255,255
1514,135,255,255,95,255,255,0,255,255,30,255,255
1515,0,255,255,96,255,255,0,255,255,30,255,255
1516,0,255,255,96,255,255,0,255,255,0,255,255
1517,0,255,255,96,255,255,0,255,255,0,255,255
1518,0,255,255,95,255,255,30,255,255,0,255,255
1519,0,255,255,96,255,255,0,255,255,90,255,255
1520,0,255,255,96,255,255,0,255,255,90,255,255
1521,0,255,255,95,255,255,0,255,255,96,255,255
1522,0,255,255,95,255,255,0,255,255,96,255,255
1523,0,255,255,95,255,255,0,255,255,94,255,255
1524,0,255,255,95,255,255,0,255,255,96,255,255
1525,0,255,255,96,255,255,0,255,255,94,255,255
1526,0,255,255,96,255,255,0,255,255,95,255,255
1527,0,255,255,96,255,255,0,255,255,95,255,255
1528,0,255,255,96,255,255,90,255,255,95,255,255
1529,0,255,255,96,255,255,0,255,255,95,255,255
1530,0,255,255,96,255,255,90,255,255,95,255,255
1531,0,255,255,96,255,255,0,255,255,94,255,255
1532,0,255,255,96,255,255,0,255,255,94,255,255
1533,0,255,255,95,255,255,0,255,255,95,255,255
1534,0,255,255,95,255,255,0,255,255,95,255,255
1535,0,255,255,95,255,255,0,255,255,95,255,255
1536,0,255,255,95,255,255,0,255,255,95,255,255
1537,0,255,255,95,255,255,0,255,255,95,255,255
1538,0,255,255,95,255,255,0,255,255,96,255,255
1539,0,255,255,96,255,255,0,255,255,96,255,255
1540,0,255,255,96,255,255,0,255,255,95,255,255
1541,0,255,255,96,255,255,0,255,255,95,255,255
1542,0,255,255,96,255,255,89,255,255,95,255,255
1543,0,255,255,96,255,255,0,255,255,95,255,255
1544,0,255,255,96,255,255,0,255,255,95,255,255
1545,0,255,255,95,255,255,0,255,255,95,255,255
1546,0,255,255,95,255,255,0,255,255,95,255,255
1547,0,255,255,94,255,255,0,255,255,95,255,255
1548,0,255,255,94,255,255,0,255,255,95,255,255
1549,0,255,255,94,255,255,0,255,255,95,255,255
1550,0,255,255,94,255,255,0,255,255,95,255,255
1551,0,255,255,94,255,255,0,255,255,95,255,255
1552,0,255,255,94,255,255,0,255,255,95,255,255
1553,0,255,255,94,255,255,0,255,255,95,255,255
1554,0,255,255,94,255,255,0,255,255,95,255,255
1555,90,255,255,94,255,255,0,255,255,95,255,255
1556,90,255,255,94,255,255,0,255,255,95,255,255
1557,90,255,255,94,255,255,0,255,255,95,255,255
1558,90,255,255,94,255,255,0,255,255,95,255,255
1559,90,255,255,94,255,255,0,255,255,95,255,255
1560,90,255,255,94,255,255,0,255,255,95,255,255
1561,90,255,255,94,255,255,0,255,255,95,255,255
1562,90,255,255,94,255,255,0,255,255,95,255,255
1563,90,255,255,94,255,255,0,255,255,95,255,255
1564,90,255,255,94,255,255,0,255,255,95,255,255
1565,90,255,255,94,255,255,0,255,255,95,255,255
1566,90,255,255,94,255,255,0,255,255,95,255,255
1567,90,255,255,95,255,255,0,255,255,94,255,255
1568,90,255,255,95,255,255,0,255,255,94,255,255
1569,90,255,255,94,255,255,0,255,255,94,255,255
1570,90,255,255,95,255,255,0,255,255,94,255,255
1571,90,255,255,95,255,255,0,255,255,94,255,255
1572,90,255,255,94,255,255,0,255,255,95,255,255
1573,90,255,255,95,255,255,0,255,255,94,255,255
1574,90,255,255,95,255,255,0,255,255,93,255,255
1575,90,255,255,95,255,255,0,255,255,94,255,255
