frame_count,1-h,1-s,1-v,2-h,2-s,2-v,3-h,3-s,3-v,4-h,4-s,4-v
526,97,255,255,0,255,255,96,255,255,95,255,255
527,97,255,255,0,255,255,96,255,255,95,255,255
528,95,255,255,0,255,255,96,255,255,120,255,255
529,98,255,255,0,255,255,96,255,255,120,255,255
530,97,255,255,0,255,255,96,255,255,120,255,255
531,98,255,255,0,255,255,95,255,255,120,255,255
532,96,255,255,0,255,255,96,255,255,120,255,255
533,97,255,255,0,255,255,96,255,255,120,255,255
534,96,255,255,90,255,255,96,255,255,120,255,255
535,97,255,255,90,255,255,96,255,255,120,255,255
536,97,255,255,0,255,255,96,255,255,0,255,255
537,96,255,255,0,255,255,94,255,255,115,255,255
538,97,255,255,0,255,255,95,255,255,115,255,255
539,97,255,255,0,255,255,95,255,255,115,255,255
540,96,255,255,0,255,255,96,255,255,115,255,255
541,97,255,255,0,255,255,96,255,255,0,255,255
542,96,255,255,0,255,255,96,255,255,120,255,255
543,96,255,255,0,255,255,96,255,255,120,255,255
544,97,255,255,0,255,255,96,255,255,0,255,255
545,97,255,255,0,255,255,96,255,255,0,255,255
546,95,255,255,0,255,255,95,255,255,120,255,255
547,96,255,255,0,255,255,95,255,255,120,255,255
548,96,255,255,90,255,255,95,255,255,120,255,255
549,96,255,255,90,255,255,95,255,255,120,255,255
550,96,255,255,90,255,255,95,255,255,0,255,255
551,96,255,255,0,255,255,95,255,255,120,255,255
552,96,255,255,0,255,255,95,255,255,120,255,255
553,95,255,255,0,255,255,95,255,255,0,255,255
554,95,255,255,0,255,255,95,255,255,0,255,255
555,95,255,255,0,255,255,95,255,255,120,255,255
556,95,255,255,0,255,255,96,255,255,120,255,255
557,95,255,255,0,255,255,96,255,255,0,255,255
558,95,255,255,0,255,255,96,255,255,120,255,255
559,97,255,255,0,255,255,95,255,255,0,255,255
560,97,255,255,0,255,255,95,255,255,0,255,255
561,97,255,255,0,255,255,96,255,255,0,255,255
562,97,255,255,0,255,255,96,255,255,0,255,255
563,97,255,255,0,255,255,96,255,255,0,255,255
564,97,255,255,0,255,255,96,255,255,0,255,255
565,97,255,255,0,255,255,96,255,255,0,255,255
566,97,255,255,0,255,255,96,255,255,0,255,255
567,97,255,255,0,255,255,96,255,255,0,255,255
568,97,255,255,0,255,255,96,255,255,0,255,255
569,97,255,255,0,255,255,96,255,255,0,255,255
570,97,255,255,0,255,255,96,255,255,0,255,255
571,97,255,255,0,255,255,96,255,255,0,255,255
572,96,255,255,0,255,255,95,255,255,0,255,255
573,96,255,255,0,255,255,95,255,255,0,255,255
574,96,255,255,90,255,255,95,255,255,0,255,255
575,96,255,255,0,255,255,95,255,255,0,255,255
576,97,255,255,90,255,255,96,255,255,0,255,255
577,97,255,255,0,255,255,95,255,255,0,255,255
578,97,255,255,90,255,255,95,255,255,0,255,255
579,94,255,255,95,255,255,95,255,255,95,255,255
580,95,255,255,95,255,255,96,255,255,95,255,255
581,95,255,255,95,255,255,95,255,255,94,255,255
582,96,255,255,97,255,255,94,255,255,95,255,255
583,96,255,255,95,255,255,95,255,255,95,255,255
584,95,255,255,95,255,255,95,255,255,95,255,255
585,95,255,255,95,255,255,95,255,255,94,255,255
586,95,255,255,95,255,255,95,255,255,95,255,255
587,95,255,255,95,255,255,95,255,255,95,255,255
588,94,255,255,95,255,255,94,255,255,95,255,255
589,94,255,255,95,255,255,94,255,255,95,255,255
590,94,255,255,95,255,255,95,255,255,95,255,255
591,96,255,255,96,255,255,95,255,255,95,255,255
592,95,255,255,96,255,255,95,255,255,93,255,255
593,96,255,255,96,255,255,95,255,255,95,255,255
594,95,255,255,96,255,255,95,255,255,95,255,255
595,96,255,255,96,255,255,95,255,255,95,255,255
596,96,255,255,96,255,255,95,255,255,95,255,255
597,95,255,255,95,255,255,94,255,255,95,255,255
598,95,255,255,95,255,255,95,255,255,94,255,255
599,95,255,255,95,255,255,95,255,255,95,255,255
600,95,255,255,95,255,255,94,255,255,94,255,255
601,95,255,255,95,255,255,95,255,255,94,255,255
602,95,255,255,95,255,255,95,255,255,95,255,255
603,95,255,255,96,255,255,95,255,255,94,255,255
604,95,255,255,95,255,255,94,255,255,95,255,255
605,95,255,255,95,255,255,95,255,255,95,255,255
606,95,255,255,95,255,255,95,255,255,95,255,255
607,95,255,255,96,255,255,95,255,255,94,255,255
608,95,255,255,96,255,255,96,255,255,94,255,255
609,95,255,255,96,255,255,96,255,255,94,255,255
610,95,255,255,96,255,255,94,255,255,95,255,255
611,95,255,255,95,255,255,95,255,255,94,255,255
612,95,255,255,95,255,255,95,255,255,94,255,255
613,95,255,255,95,255,255,95,255,255,94,255,255
614,95,255,255,95,255,255,95,255,255,94,255,255
615,95,255,255,95,255,255,95,255,255,94,255,255
616,95,255,255,94,255,255,95,255,255,94,255,255
617,95,255,255,95,255,255,95,255,255,94,255,255
618,95,255,255,95,255,255,95,255,255,94,255,255
619,96,255,255,96,255,255,95,255,255,94,255,255
620,95,255,255,96,255,255,95,255,255,94,255,255
621,95,255,255,96,255,255,95,255,255,93,255,255
622,95,255,255,95,255,255,95,255,255,94,255,255
623,96,255,255,96,255,255,0,255,255,94,255,255
624,96,255,255,94,255,255,0,255,255,94,255,255
625,95,255,255,96,255,255,0,255,255,94,255,255
626,96,255,255,94,255,255,0,255,255,93,255,255
627,95,255,255,95,255,255,0,255,255,93,255,255
628,95,255,255,95,255,255,0,255,255,93,255,255
629,95,255,255,96,255,255,0,255,255,93,255,255
630,95,255,255,95,255,255,0,255,255,95,255,255
631,96,255,255,96,255,255,0,255,255,95,255,255
632,96,255,255,95,255,255,0,255,255,95,255,255
633,96,255,255,95,255,255,0,255,255,95,255,255
634,97,255,255,95,255,255,0,255,255,95,255,255
635,96,255,255,95,255,255,0,255,255,94,255,255
636,96,255,255,95,255,255,0,255,255,95,255,255
637,96,255,255,95,255,255,0,255,255,94,255,255
638,96,255,255,95,255,255,0,255,255,94,255,255
639,96,255,255,95,255,255,30,255,255,95,255,255
640,96,255,255,96,255,255,60,255,255,94,255,255
641,96,255,255,96,255,255,0,255,255,94,255,255
642,96,255,255,96,255,255,0,255,255,94,255,255
643,96,255,255,95,255,255,0,255,255,94,255,255
644,96,255,255,95,255,255,0,255,255,94,255,255
645,96,255,255,96,255,255,0,255,255,94,255,255
646,96,255,255,94,255,255,0,255,255,94,255,255
647,96,255,255,94,255,255,0,255,255,94,255,255
648,96,255,255,94,255,255,0,255,255,94,255,255
649,96,255,255,94,255,255,0,255,255,94,255,255
650,95,255,255,95,255,255,0,255,255,95,255,255
651,96,255,255,95,255,255,0,255,255,94,255,255
652,95,255,255,95,255,255,0,255,255,94,255,255
653,95,255,255,95,255,255,0,255,255,94,255,255
654,96,255,255,95,255,255,0,255,255,95,255,255
655,96,255,255,96,255,255,0,255,255,95,255,255
656,96,255,255,96,255,255,0,255,255,95,255,255
657,96,255,255,95,255,255,0,255,255,94,255,255
658,96,255,255,95,255,255,0,255,255,94,255,255
659,97,255,255,94,255,255,0,255,255,95,255,255
660,97,255,255,94,255,255,0,255,255,96,255,255
661,97,255,255,94,255,255,0,255,255,95,255,255
662,96,255,255,94,255,255,0,255,255,95,255,255
663,96,255,255,95,255,255,0,255,255,95,255,255
664,96,255,255,95,255,255,0,255,255,95,255,255
665,96,255,255,95,255,255,0,255,255,95,255,255
666,97,255,255,95,255,255,0,255,255,95,255,255
667,97,255,255,95,255,255,0,255,255,95,255,255
668,96,255,255,94,255,255,0,255,255,94,255,255
669,97,255,255,94,255,255,0,255,255,93,255,255
670,96,255,255,94,255,255,0,255,255,96,255,255
671,97,255,255,95,255,255,0,255,255,95,255,255
672,96,255,255,95,255,255,0,255,255,96,255,255
673,97,255,255,96,255,255,0,255,255,95,255,255
674,97,255,255,95,255,255,0,255,255,95,255,255
675,97,255,255,94,255,255,0,255,255,96,255,255
676,96,255,255,95,255,255,0,255,255,95,255,255
677,95,255,255,95,255,255,0,255,255,95,255,255
678,96,255,255,95,255,255,0,255,255,95,255,255
679,96,255,255,95,255,255,0,255,255,95,255,255
680,96,255,255,95,255,255,0,255,255,95,255,255
681,96,255,255,95,255,255,0,255,255,95,255,255
682,96,255,255,95,255,255,0,255,255,95,255,255
683,96,255,255,95,255,255,30,255,255,95,255,255
684,96,255,255,94,255,255,0,255,255,95,255,255
685,96,255,255,95,255,255,0,255,255,95,255,255
686,96,255,255,94,255,255,0,255,255,95,255,255
687,96,255,255,94,255,255,0,255,255,95,255,255
688,96,255,255,93,255,255,0,255,255,95,255,255
689,97,255,255,95,255,255,0,255,255,94,255,255
690,96,255,255,93,255,255,0,255,255,95,255,255
691,97,255,255,94,255,255,70,255,255,95,255,255
692,97,255,255,94,255,255,30,255,255,95,255,255
693,97,255,255,94,255,255,30,255,255,95,255,255
694,96,255,255,95,255,255,0,255,255,95,255,255
695,96,255,255,95,255,255,0,255,255,95,255,255
696,96,255,255,95,255,255,70,255,255,94,255,255
697,96,255,255,94,255,255,0,255,255,95,255,255
698,96,255,255,96,255,255,0,255,255,95,255,255
699,96,255,255,95,255,255,90,255,255,95,255,255
700,96,255,255,96,255,255,0,255,255,95,255,255
701,96,255,255,96,255,255,0,255,255,95,255,255
702,96,255,255,97,255,255,0,255,255,94,255,255
703,96,255,255,96,255,255,0,255,255,94,255,255
704,96,255,255,97,255,255,0,255,255,94,255,255
705,96,255,255,97,255,255,0,255,255,94,255,255
706,96,255,255,94,255,255,0,255,255,94,255,255
707,96,255,255,95,255,255,30,255,255,94,255,255
708,96,255,255,96,255,255,30,255,255,94,255,255
709,96,255,255,97,255,255,30,255,255,94,255,255
710,95,255,255,95,255,255,0,255,255,96,255,255
711,96,255,255,96,255,255,0,255,255,94,255,255
712,96,255,255,96,255,255,30,255,255,94,255,255
713,96,255,255,95,255,255,0,255,255,94,255,255
714,95,255,255,96,255,255,0,255,255,94,255,255
715,96,255,255,94,255,255,0,255,255,94,255,255
716,96,255,255,94,255,255,0,255,255,94,255,255
717,96,255,255,94,255,255,0,255,255,94,255,255
718,96,255,255,96,255,255,0,255,255,94,255,255
719,96,255,255,96,255,255,0,255,255,94,255,255
720,96,255,255,96,255,255,0,255,255,94,255,255
721,95,255,255,96,255,255,0,255,255,94,255,255
722,96,255,255,96,255,255,0,255,255,94,255,255
723,96,255,255,96,255,255,0,255,255,94,255,255
724,96,255,255,96,255,255,0,255,255,94,255,255
725,96,255,255,96,255,255,0,255,255,94,255,255
726,96,255,255,96,255,255,90,255,255,94,255,255
727,96,255,255,96,255,255,90,255,255,94,255,255
728,96,255,255,96,255,255,0,255,255,94,255,255
729,96,255,255,96,255,255,0,255,255,94,255,255
730,96,255,255,96,255,255,90,255,255,94,255,255
731,96,255,255,96,255,255,0,255,255,94,255,255
732,96,255,255,96,255,255,0,255,255,94,255,255
733,96,255,255,96,255,255,0,255,255,94,255,255
734,96,255,255,96,255,255,0,255,255,94,255,255
735,96,255,255,95,255,255,0,255,255,94,255,255
736,96,255,255,96,255,255,0,255,255,94,255,255
737,96,255,255,95,255,255,0,255,255,94,255,255
738,96,255,255,97,255,255,0,255,255,94,255,255
739,96,255,255,97,255,255,0,255,255,94,255,255
740,96,255,255,97,255,255,0,255,255,94,255,255
741,96,255,255,94,255,255,0,0,255,95,255,255
742,96,255,255,94,255,255,0,0,255,95,255,255
743,96,255,255,94,255,255,0,0,255,95,255,255
744,96,255,255,94,255,255,0,0,255,95,255,255
745,96,255,255,94,255,255,0,0,255,94,255,255
746,96,255,255,94,255,255,90,255,255,95,255,255
747,96,255,255,94,255,255,0,255,255,95,255,255
748,96,255,255,95,255,255,0,0,255,95,255,255
749,96,255,255,94,255,255,0,255,255,95,255,255
750,96,255,255,95,255,255,0,255,255,94,255,255
751,96,255,255,95,255,255,0,255,255,94,255,255
752,96,255,255,96,255,255,0,255,255,94,255,255
753,96,255,255,96,255,255,0,255,255,94,255,255
754,97,255,255,96,255,255,30,255,255,96,255,255
755,97,255,255,96,255,255,30,255,255,96,255,255
756,97,255,255,96,255,255,0,255,255,0,255,255
757,97,255,255,96,255,255,0,255,255,0,255,255
758,97,255,255,96,255,255,0,255,255,0,255,255
759,97,255,255,96,255,255,0,255,255,0,255,255
760,97,255,255,96,255,255,0,255,255,0,255,255
761,97,255,255,96,255,255,30,255,255,0,255,255
762,97,255,255,96,255,255,30,255,255,0,255,255
763,97,255,255,96,255,255,0,255,255,0,255,255
764,97,255,255,96,255,255,0,255,255,0,255,255
765,97,255,255,96,255,255,0,255,255,0,255,255
766,97,255,255,96,255,255,0,255,255,0,255,255
767,96,255,255,96,255,255,0,255,255,0,255,255
768,96,255,255,96,255,255,0,255,255,0,255,255
769,96,255,255,96,255,255,0,255,255,0,255,255
770,97,255,255,93,255,255,0,255,255,0,255,255
771,96,255,255,95,255,255,0,255,255,0,255,255
772,96,255,255,93,255,255,0,255,255,0,255,255
773,96,255,255,96,255,255,90,255,255,0,255,255
774,97,255,255,95,255,255,0,255,255,0,255,255
775,97,255,255,96,255,255,0,255,255,0,255,255
776,96,255,255,95,255,255,0,255,255,0,255,255
777,96,255,255,95,255,255,135,255,255,0,255,255
778,97,255,255,96,255,255,0,255,255,0,255,255
779,97,255,255,96,255,255,0,255,255,0,255,255
780,97,255,255,96,255,255,0,0,6,0,255,255
781,97,255,255,96,255,255,0,0,6,0,255,255
782,97,255,255,96,255,255,0,255,255,0,255,255
783,97,255,255,96,255,255,0,0,255,0,255,255
784,97,255,255,96,255,255,0,0,255,0,255,255
785,97,255,255,96,255,255,0,0,255,0,255,255
786,96,255,255,95,255,255,0,0,255,0,255,255
787,97,255,255,95,255,255,0,0,255,0,255,255
788,97,255,255,94,255,255,0,0,255,85,255,255
789,97,255,255,96,255,255,0,255,255,0,255,255
790,97,255,255,96,255,255,0,255,255,0,255,255
791,96,255,255,96,255,255,0,255,255,0,255,255
792,96,255,255,95,255,255,0,255,255,0,255,255
793,95,255,255,94,255,255,0,255,255,0,255,255
794,95,255,255,95,255,255,90,255,255,0,255,255
795,96,255,255,95,255,255,0,255,255,0,255,255
796,96,255,255,95,255,255,0,255,255,0,255,255
797,96,255,255,95,255,255,90,255,255,0,255,255
798,96,255,255,94,255,255,0,255,255,0,255,255
799,96,255,255,95,255,255,0,255,255,0,255,255
800,96,255,255,95,255,255,0,255,255,0,255,255
801,95,255,255,95,255,255,0,255,255,0,255,255
802,95,255,255,95,255,255,0,255,255,0,255,255
803,95,255,255,95,255,255,0,255,255,0,255,255
804,95,255,255,94,255,255,0,255,255,0,255,255
805,95,255,255,95,255,255,0,255,255,0,255,255
806,95,255,255,96,255,255,0,255,255,0,255,255
807,95,255,255,96,255,255,0,255,255,0,255,255
808,97,255,255,96,255,255,0,255,255,0,255,255
809,97,255,255,96,255,255,0,255,255,0,255,255
810,96,255,255,96,255,255,0,255,255,0,255,255
811,97,255,255,96,255,255,0,255,255,0,255,255
812,97,255,255,96,255,255,0,255,255,0,255,255
813,96,255,255,96,255,255,0,255,255,0,255,255
814,97,255,255,96,255,255,0,255,255,0,255,255
815,97,255,255,96,255,255,0,255,255,0,255,255
816,97,255,255,96,255,255,0,255,255,0,255,255
817,97,255,255,96,255,255,0,255,255,0,255,255
818,97,255,255,95,255,255,0,255,255,0,255,255
819,96,255,255,96,255,255,0,255,255,0,255,255
820,96,255,255,96,255,255,0,255,255,0,255,255
821,96,255,255,96,255,255,0,255,255,0,255,255
822,0,255,255,96,255,255,0,255,255,0,255,255
823,0,255,255,96,255,255,0,255,255,0,255,255
824,97,255,255,95,255,255,0,255,255,0,255,255
825,96,255,255,96,255,255,0,255,255,0,255,255
826,0,255,255,96,255,255,0,255,255,0,255,255
827,0,255,255,93,255,255,95,255,255,0,255,255
828,0,255,255,93,255,255,95,255,255,0,255,255
829,0,255,255,96,255,255,95,255,255,0,255,255
830,0,255,255,96,255,255,95,255,255,0,255,255
831,0,255,255,96,255,255,95,255,255,0,255,255
832,0,255,255,96,255,255,96,255,255,0,255,255
833,0,255,255,94,255,255,96,255,255,0,255,255
834,97,255,255,96,255,255,96,255,255,89,255,255
835,97,255,255,96,255,255,96,255,255,89,255,255
836,99,255,255,96,255,255,96,255,255,0,255,255
837,0,255,255,96,255,255,95,255,255,0,255,255
838,0,255,255,95,255,255,96,255,255,0,255,255
839,0,255,255,95,255,255,95,255,255,0,255,255
840,0,255,255,95,255,255,95,255,255,0,255,255
841,0,255,255,95,255,255,96,255,255,0,255,255
842,0,255,255,95,255,255,96,255,255,0,255,255
843,0,255,255,96,255,255,96,255,255,0,255,255
844,0,255,255,96,255,255,96,255,255,0,255,255
845,0,255,255,96,255,255,95,255,255,0,255,255
846,0,255,255,96,255,255,95,255,255,0,255,255
847,0,255,255,96,255,255,95,255,255,0,255,255
848,0,255,255,96,255,255,95,255,255,0,255,255
849,0,255,255,95,255,255,96,255,255,0,255,255
850,0,255,255,96,255,255,95,255,255,0,255,255
851,0,255,255,96,255,255,95,255,255,0,255,255
852,0,255,255,96,255,255,95,255,255,0,255,255
853,0,255,255,96,255,255,95,255,255,0,255,255
854,0,255,255,96,255,255,95,255,255,0,255,255
855,0,255,255,96,255,255,95,255,255,0,255,255
856,0,255,255,0,255,255,95,255,255,0,255,255
857,0,255,255,0,255,255,96,255,255,0,255,255
858,0,255,255,90,255,255,95,255,255,0,255,255
859,0,255,255,90,255,255,95,255,255,0,255,255
860,0,255,255,0,255,255,95,255,255,0,255,255
861,0,255,255,0,255,255,95,255,255,0,255,255
862,0,255,255,0,255,255,96,255,255,0,255,255
863,0,255,255,0,255,255,95,255,255,0,255,255
864,0,255,255,0,255,255,95,255,255,0,255,255
865,0,255,255,0,255,255,95,255,255,0,255,255
866,0,255,255,0,255,255,96,255,255,0,255,255
867,0,255,255,0,255,255,95,255,255,0,255,255
868,0,255,255,0,255,255,95,255,255,0,255,255
869,0,255,255,0,255,255,96,255,255,0,255,255
870,0,255,255,0,255,255,96,255,255,0,255,255
871,0,255,255,0,255,255,96,255,255,95,255,255
872,0,255,255,0,255,255,96,255,255,0,255,255
873,0,255,255,0,255,255,95,255,255,0,255,255
874,0,255,255,0,255,255,95,255,255,0,255,255
875,0,255,255,0,255,255,95,255,255,0,255,255
876,0,255,255,0,255,255,95,255,255,0,255,255
877,0,255,255,0,255,255,95,255,255,0,255,255
878,0,255,255,0,255,255,95,255,255,0,255,255
879,0,255,255,0,255,255,95,255,255,0,255,255
880,0,255,255,0,255,255,95,255,255,0,255,255
881,0,255,255,0,255,255,95,255,255,0,255,255
882,0,255,255,0,255,255,95,255,255,0,255,255
883,0,255,255,0,255,255,95,255,255,96,255,255
884,0,255,255,0,255,255,95,255,255,95,255,255
885,0,255,255,0,255,255,95,255,255,0,255,255
886,0,255,255,0,255,255,95,255,255,0,255,255
887,0,255,255,0,255,255,95,255,255,0,255,255
888,0,255,255,0,255,255,95,255,255,0,255,255
889,0,255,255,0,255,255,95,255,255,0,255,255
890,0,255,255,0,255,255,95,255,255,0,255,255
891,0,255,255,0,255,255,95,255,255,89,255,255
892,0,255,255,0,255,255,95,255,255,90,255,255
893,0,255,255,0,255,255,95,255,255,89,255,255
894,0,255,255,0,255,255,95,255,255,89,255,255
895,0,255,255,0,255,255,95,255,255,90,255,255
896,0,255,255,0,255,255,95,255,255,89,255,255
897,0,255,255,0,255,255,95,255,255,92,255,255
898,0,255,255,0,255,255,95,255,255,92,255,255
899,0,255,255,0,255,255,95,255,255,0,255,255
900,0,255,255,0,255,255,95,255,255,0,255,255
901,0,255,255,0,255,255,95,255,255,0,255,255
902,0,255,255,0,255,255,95,255,255,0,255,255
903,0,255,255,0,255,255,95,255,255,0,255,255
904,0,255,255,0,255,255,95,255,255,0,255,255
905,0,255,255,0,255,255,95,255,255,0,255,255
906,0,255,255,0,255,255,95,255,255,0,255,255
907,0,255,255,0,255,255,95,255,255,0,255,255
908,0,255,255,0,255,255,95,255,255,0,255,255
909,0,255,255,0,255,255,95,255,255,0,255,255
910,0,255,255,0,255,255,95,255,255,0,255,255
911,0,255,255,0,255,255,95,255,255,0,255,255
912,0,255,255,0,255,255,95,255,255,0,255,255
913,0,255,255,0,255,255,95,255,255,0,255,255
914,0,255,255,0,255,255,95,255,255,0,255,255
915,0,255,255,0,255,255,95,255,255,0,255,255
916,0,255,255,0,255,255,95,255,255,0,255,255
917,0,255,255,0,255,255,95,255,255,0,255,255
918,95,255,255,0,255,255,95,255,255,0,255,255
919,95,255,255,0,255,255,95,255,255,0,255,255
920,95,255,255,0,255,255,95,255,255,0,255,255
921,0,255,255,0,255,255,95,255,255,0,255,255
922,0,255,255,0,255,255,96,255,255,0,255,255
923,0,255,255,0,255,255,95,255,255,0,255,255
924,0,255,255,0,255,255,95,255,255,0,255,255
925,0,255,255,0,255,255,96,255,255,0,255,255
926,0,255,255,96,255,255,95,255,255,95,255,255
927,0,255,255,96,255,255,95,255,255,95,255,255
928,0,255,255,96,255,255,96,255,255,95,255,255
929,0,255,255,96,255,255,96,255,255,95,255,255
930,0,255,255,95,255,255,96,255,255,95,255,255
931,0,255,255,95,255,255,95,255,255,94,255,255
932,0,255,255,96,255,255,95,255,255,94,255,255
933,0,255,255,96,255,255,95,255,255,94,255,255
934,0,255,255,96,255,255,95,255,255,94,255,255
935,0,255,255,96,255,255,95,255,255,94,255,255
936,0,255,255,96,255,255,93,255,255,94,255,255
937,0,255,255,95,255,255,94,255,255,94,255,255
938,0,255,255,96,255,255,94,255,255,95,255,255
939,0,255,255,96,255,255,94,255,255,95,255,255
940,0,255,255,95,255,255,95,255,255,95,255,255
941,0,255,255,95,255,255,94,255,255,95,255,255
942,0,255,255,95,255,255,95,255,255,95,255,255
943,0,255,255,95,255,255,95,255,255,95,255,255
944,0,255,255,95,255,255,95,255,255,95,255,255
945,0,255,255,95,255,255,95,255,255,95,255,255
946,0,255,255,95,255,255,95,255,255,95,255,255
947,0,255,255,95,255,255,95,255,255,95,255,255
948,0,255,255,95,255,255,95,255,255,95,255,255
949,0,255,255,94,255,255,95,255,255,95,255,255
950,0,255,255,94,255,255,95,255,255,95,255,255
951,0,255,255,95,255,255,94,255,255,95,255,255
952,0,255,255,95,255,255,95,255,255,95,255,255
953,0,255,255,95,255,255,95,255,255,95,255,255
954,0,255,255,95,255,255,95,255,255,95,255,255
955,96,255,255,95,255,255,95,255,255,95,255,255
956,95,255,255,95,255,255,95,255,255,95,255,255
957,96,255,255,95,255,255,95,255,255,95,255,255
958,96,255,255,95,255,255,95,255,255,95,255,255
959,95,255,255,95,255,255,95,255,255,95,255,255
960,95,255,255,95,255,255,95,255,255,95,255,255
961,95,255,255,95,255,255,95,255,255,95,255,255
962,97,255,255,95,255,255,95,255,255,95,255,255
963,97,255,255,97,255,255,0,255,255,95,255,255
964,97,255,255,96,255,255,0,255,255,95,255,255
965,97,255,255,96,255,255,91,255,255,95,255,255
966,97,255,255,95,255,255,0,255,255,95,255,255
967,97,255,255,97,255,255,0,255,255,95,255,255
968,96,255,255,95,255,255,0,255,255,95,255,255
969,96,255,255,96,255,255,0,255,255,94,255,255
970,95,255,255,95,255,255,92,255,255,94,255,255
971,96,255,255,96,255,255,0,255,255,94,255,255
972,96,255,255,95,255,255,0,255,255,94,255,255
973,96,255,255,95,255,255,0,255,255,94,255,255
974,96,255,255,96,255,255,0,255,255,95,255,255
975,95,255,255,97,255,255,0,255,255,95,255,255
976,96,255,255,97,255,255,0,255,255,95,255,255
977,95,255,255,97,255,255,0,255,255,95,255,255
978,95,255,255,97,255,255,0,255,255,95,255,255
979,96,255,255,96,255,255,0,255,255,95,255,255
980,96,255,255,96,255,255,0,255,255,95,255,255
981,96,255,255,97,255,255,0,255,255,95,255,255
982,96,255,255,97,255,255,0,255,255,95,255,255
983,96,255,255,97,255,255,0,255,255,95,255,255
984,97,255,255,97,255,255,0,255,255,95,255,255
985,95,255,255,97,255,255,0,255,255,95,255,255
986,96,255,255,97,255,255,0,255,255,95,255,255
987,97,255,255,98,255,255,0,255,255,95,255,255
988,95,255,255,96,255,255,0,255,255,95,255,255
989,95,255,255,96,255,255,0,255,255,95,255,255
990,96,255,255,96,255,255,0,255,255,95,255,255
991,96,255,255,96,255,255,0,255,255,95,255,255
992,96,255,255,96,255,255,0,255,255,95,255,255
993,95,255,255,96,255,255,0,255,255,95,255,255
994,96,255,255,96,255,255,0,255,255,95,255,255
995,95,255,255,96,255,255,0,255,255,95,255,255
996,95,255,255,96,255,255,0,255,255,95,255,255
997,95,255,255,96,255,255,0,255,255,95,255,255
998,95,255,255,96,255,255,0,255,255,95,255,255
999,95,255,255,96,255,255,0,255,255,95,255,255
1000,95,255,255,96,255,255,0,255,255,95,255,255
1001,96,255,255,96,255,255,0,255,255,94,255,255
1002,95,255,255,96,255,255,0,255,255,94,255,255
1003,95,255,255,97,255,255,0,255,255,94,255,255
1004,95,255,255,96,255,255,0,255,255,94,255,255
1005,95,255,255,97,255,255,0,255,255,94,255,255
1006,95,255,255,97,255,255,0,255,255,94,255,255
1007,95,255,255,97,255,255,0,255,255,94,255,255
1008,95,255,255,97,255,255,0,255,255,94,255,255
1009,96,255,255,97,255,255,0,255,255,95,255,255
1010,96,255,255,97,255,255,0,255,255,95,255,255
1011,97,255,255,97,255,255,0,255,255,95,255,255
1012,97,255,255,97,255,255,0,255,255,95,255,255
1013,97,255,255,97,255,255,0,255,255,95,255,255
1014,96,255,255,96,255,255,0,255,255,95,255,255
1015,96,255,255,96,255,255,0,255,255,95,255,255
1016,96,255,255,96,255,255,0,255,255,95,255,255
1017,96,255,255,96,255,255,0,255,255,95,255,255
1018,96,255,255,96,255,255,0,255,255,95,255,255
1019,96,255,255,96,255,255,0,255,255,95,255,255
1020,96,255,255,96,255,255,0,255,255,95,255,255
1021,96,255,255,96,255,255,0,255,255,95,255,255
1022,96,255,255,95,255,255,0,255,255,95,255,255
1023,96,255,255,96,255,255,0,255,255,94,255,255
1024,96,255,255,97,255,255,0,255,255,94,255,255
1025,96,255,255,97,255,255,0,255,255,94,255,255
1026,97,255,255,97,255,255,0,255,255,94,255,255
1027,97,255,255,97,255,255,0,255,255,95,255,255
1028,96,255,255,97,255,255,0,255,255,95,255,255
1029,97,255,255,97,255,255,0,255,255,95,255,255
1030,97,255,255,96,255,255,0,255,255,95,255,255
1031,97,255,255,96,255,255,0,255,255,95,255,255
1032,97,255,255,96,255,255,0,255,255,95,255,255
1033,96,255,255,97,255,255,0,255,255,94,255,255
1034,96,255,255,97,255,255,0,255,255,95,255,255
1035,96,255,255,97,255,255,0,255,255,95,255,255
1036,96,255,255,97,255,255,0,255,255,96,255,255
1037,96,255,255,97,255,255,0,255,255,95,255,255
1038,97,255,255,97,255,255,0,255,255,95,255,255
1039,97,255,255,95,255,255,0,255,255,95,255,255
1040,97,255,255,95,255,255,0,255,255,95,255,255
1041,97,255,255,96,255,255,0,255,255,95,255,255
1042,97,255,255,95,255,255,0,255,255,95,255,255
1043,96,255,255,96,255,255,0,255,255,95,255,255
1044,96,255,255,96,255,255,0,255,255,95,255,255
1045,97,255,255,95,255,255,0,255,255,95,255,255
1046,96,255,255,95,255,255,0,255,255,95,255,255
1047,97,255,255,95,255,255,0,255,255,95,255,255
1048,120,255,255,96,255,255,0,255,255,95,255,255
1049,0,255,255,95,255,255,95,255,255,95,255,255
1050,0,255,255,95,255,255,95,255,255,95,255,255
1051,0,255,255,96,255,255,0,255,255,95,255,255
1052,0,255,255,96,255,255,0,255,255,96,255,255
1053,0,255,255,96,255,255,0,255,255,96,255,255
1054,0,255,255,96,255,255,0,255,255,96,255,255
1055,0,255,255,96,255,255,0,255,255,95,255,255
1056,0,255,255,95,255,255,0,255,255,95,255,255
1057,0,255,255,96,255,255,0,255,255,95,255,255
1058,0,255,255,96,255,255,0,255,255,95,255,255
1059,0,255,255,95,255,255,0,255,255,95,255,255
